MUNICIPIO,FECHA,MES,TOTAL DE MUJERES VICTIMAS DE VIOLENCIA DE GENERO ATENDIDAS,TOTAL DE MUJERES CANALIZADAS PARA OTORGAMIENTO DE MEDIDAS DE PROTECCION,MEDIDA DE PROTECCION ACEPTADA,MEDIDA DE PROTECCION RECHAZADA,TOTAL DE MUJERES CANALIZADAS PARA OTORGAMIENTO DE ORDENES DE PROTECCION,ORDEN DE PROTECCION ACEPTADA,ORDEN DE PROTECCION RECHAZADA
Degollado,2021,Agosto,4,2,2,0,0,0,0
Degollado,2019,Enero,0,0,0,0,0,0,0
Degollado,2019,Febrero,1,1,1,0,0,0,0
Degollado,2019,Marzo,0,0,0,0,0,0,0
Degollado,2019,Abril,0,0,0,0,0,0,0
Degollado,2019,Mayo,0,0,0,0,0,0,0
Degollado,2019,Junio,0,0,0,0,0,0,0
Degollado,2019,Julio,0,0,0,0,0,0,0
Degollado,2019,Agosto,1,1,1,0,0,0,0
Degollado,2019,Septiembre,1,1,1,0,0,0,0
Degollado,2019,Octubre,0,0,0,0,0,0,0
Degollado,2019,Noviembre,0,0,0,0,0,0,0
Degollado,2019,Diciembre,0,0,0,0,0,0,0
Degollado,2020,Enero,5,5,5,0,0,0,0
Degollado,2020,Febrero,0,0,0,0,0,0,0
Degollado,2020,Marzo,1,1,1,0,0,0,0
Degollado,2020,Abril,0,0,0,0,0,0,0
Degollado,2020,Mayo,2,2,2,0,0,0,0
Degollado,2020,Junio,0,0,0,0,0,0,0
Degollado,2020,Julio,0,0,0,0,0,0,0
Degollado,2020,Agosto,0,0,0,0,0,0,0
Degollado,2020,Septiembre,1,1,1,0,0,0,0
Degollado,2020,Octubre,0,0,0,0,0,0,0
Degollado,2020,Noviembre,1,1,1,0,0,0,0
Degollado,2020,Diciembre,1,0,0,0,0,0,0
Ejutla,2021,Enero,0,0,0,0,0,0,0
Ejutla,2021,Febrero,0,0,0,0,0,0,0
Ejutla,2021,Marzo,0,0,0,0,0,0,0
Ejutla,2021,Abril,0,0,0,0,0,0,0
Ejutla,2021,Mayo,0,0,0,0,0,0,0
Ejutla,2021,Junio,0,0,0,0,0,0,0
Ejutla,2021,Julio,0,0,0,0,0,0,0
Ejutla,2021,Agosto,0,0,0,0,0,0,0
Ejutla,2019,Enero,0,0,0,0,0,0,0
Ejutla,2019,Febrero,1,1,1,0,0,0,0
Ejutla,2019,Marzo,0,0,0,0,0,0,0
Ejutla,2019,Abril,0,0,0,0,0,0,0
Ejutla,2019,Mayo,0,0,0,0,0,0,0
Ejutla,2019,Junio,0,0,0,0,0,0,0
Ejutla,2019,Julio,0,0,0,0,0,0,0
Ejutla,2019,Agosto,0,0,0,0,0,0,0
Ejutla,2019,Septiembre,0,0,0,0,0,0,0
Ejutla,2019,Octubre,0,0,0,0,0,0,0
Ejutla,2019,Noviembre,0,0,0,0,0,0,0
Ejutla,2019,Diciembre,0,0,0,0,0,0,0
Ejutla,2020,Enero,0,0,0,0,0,0,0
Ejutla,2020,Febrero,0,0,0,0,0,0,0
Ejutla,2020,Marzo,0,0,0,0,0,0,0
Ejutla,2020,Abril,0,0,0,0,0,0,0
Ejutla,2020,Mayo,0,0,0,0,0,0,0
Ejutla,2020,Junio,0,0,0,0,0,0,0
Ejutla,2020,Julio,0,0,0,0,0,0,0
Ejutla,2020,Agosto,0,0,0,0,0,0,0
Ejutla,2020,Septiembre,0,0,0,0,0,0,0
Ejutla,2020,Octubre,0,0,0,0,0,0,0
Ejutla,2020,Noviembre,0,0,0,0,0,0,0
Ejutla,2020,Diciembre,0,0,0,0,0,0,0
El Arenal,2021,Enero,0,0,0,0,0,0,0
El Arenal,2021,Febrero,1,0,0,0,0,0,0
El Arenal,2021,Marzo,0,0,0,0,0,0,0
El Arenal,2021,Abril,0,0,0,0,0,0,0
El Arenal,2021,Mayo,0,0,0,0,0,0,0
El Arenal,2021,Junio,3,0,0,0,0,0,0
El Arenal,2021,Julio,1,1,1,0,0,0,0
El Arenal,2021,Agosto,1,1,1,0,0,0,0
El Arenal,2019,Enero,0,0,0,0,0,0,0
El Arenal,2019,Febrero,1,0,0,0,0,0,0
El Arenal,2019,Marzo,2,2,2,0,0,0,0
El Arenal,2019,Abril,0,0,0,0,0,0,0
El Arenal,2019,Mayo,4,3,3,0,0,0,0
El Arenal,2019,Junio,0,0,0,0,0,0,0
El Arenal,2019,Julio,0,0,0,0,0,0,0
El Arenal,2019,Agosto,0,0,0,0,0,0,0
El Arenal,2019,Septiembre,1,1,1,0,0,0,0
El Arenal,2019,Octubre,2,1,1,0,0,0,0
El Arenal,2019,Noviembre,0,0,0,0,0,0,0
El Arenal,2019,Diciembre,0,0,0,0,0,0,0
El Arenal,2020,Enero,0,0,0,0,0,0,0
El Arenal,2020,Febrero,0,0,0,0,0,0,0
El Arenal,2020,Marzo,0,0,0,0,0,0,0
El Arenal,2020,Abril,0,0,0,0,0,0,0
El Arenal,2020,Mayo,0,0,0,0,0,0,0
El Arenal,2020,Junio,0,0,0,0,0,0,0
El Arenal,2020,Julio,1,0,0,0,0,0,0
El Arenal,2020,Agosto,0,0,0,0,0,0,0
El Arenal,2020,Septiembre,1,1,1,0,0,0,0
El Arenal,2020,Octubre,2,0,0,0,0,0,0
El Arenal,2020,Noviembre,1,0,0,0,0,0,0
El Arenal,2020,Diciembre,1,0,0,0,0,0,0
El Grullo,2021,Enero,4,4,4,0,0,0,0
El Grullo,2021,Febrero,2,2,2,0,0,0,0
El Grullo,2021,Marzo,5,5,5,0,0,0,0
El Grullo,2021,Abril,3,0,3,0,0,0,0
El Grullo,2021,Mayo,4,4,4,0,0,0,0
El Grullo,2021,Junio,2,2,2,0,0,0,0
El Grullo,2021,Julio,1,1,1,0,0,0,0
El Grullo,2021,Agosto,4,4,4,0,0,0,0
El Grullo,2019,Enero,2,2,2,0,0,0,0
El Grullo,2019,Febrero,0,0,0,0,0,0,0
El Grullo,2019,Marzo,2,2,2,0,0,0,0
El Grullo,2019,Abril,0,0,0,0,0,0,0
El Grullo,2019,Mayo,0,0,0,0,0,0,0
El Grullo,2019,Junio,0,0,0,0,0,0,0
El Grullo,2019,Julio,0,0,0,0,0,0,0
El Grullo,2019,Agosto,2,2,2,0,0,0,0
El Grullo,2019,Septiembre,2,2,2,0,0,0,0
El Grullo,2019,Octubre,1,1,1,0,0,0,0
El Grullo,2019,Noviembre,0,0,0,0,0,0,0
El Grullo,2019,Diciembre,0,0,0,0,0,0,0
El Grullo,2020,Enero,3,0,0,0,0,0,0
El Grullo,2020,Febrero,3,0,0,0,0,0,0
El Grullo,2020,Marzo,0,0,0,0,0,0,0
El Grullo,2020,Abril,4,0,0,0,0,0,0
El Grullo,2020,Mayo,3,0,0,0,0,0,0
El Grullo,2020,Junio,2,0,0,0,0,0,0
El Grullo,2020,Julio,1,0,0,0,0,0,0
El Grullo,2020,Agosto,4,0,0,0,0,0,0
El Grullo,2020,Septiembre,4,0,0,0,0,0,0
El Grullo,2020,Octubre,5,0,0,0,0,0,0
El Grullo,2020,Noviembre,8,0,0,0,0,0,0
El Grullo,2020,Diciembre,3,0,0,0,0,0,0
El Limón,2021,Enero,1,1,1,0,0,0,0
El Limón,2021,Febrero,0,0,0,0,0,0,0
El Limón,2021,Marzo,1,1,1,0,0,0,0
El Limón,2021,Abril,0,0,0,0,0,0,0
El Limón,2021,Mayo,1,1,1,0,0,0,0
El Limón,2021,Junio,1,1,1,0,0,0,0
El Limón,2021,Julio,0,0,0,0,0,0,0
El Limón,2021,Agosto,0,0,0,0,0,0,0
El Limón,2019,Enero,0,0,0,0,0,0,0
El Limón,2019,Febrero,0,0,0,0,0,0,0
El Limón,2019,Marzo,0,0,0,0,0,0,0
El Limón,2019,Abril,0,0,0,0,0,0,0
El Limón,2019,Mayo,0,0,0,0,0,0,0
El Limón,2019,Junio,1,1,1,0,0,0,0
El Limón,2019,Julio,0,0,0,0,0,0,0
El Limón,2019,Agosto,0,0,0,0,0,0,0
El Limón,2019,Septiembre,0,0,0,0,0,0,0
El Limón,2019,Octubre,0,0,0,0,0,0,0
El Limón,2019,Noviembre,0,0,0,0,0,0,0
El Limón,2019,Diciembre,0,0,0,0,0,0,0
El Limón,2020,Enero,2,0,0,0,0,0,0
El Limón,2020,Febrero,1,0,0,0,0,0,0
El Limón,2020,Marzo,1,0,0,0,0,0,0
El Limón,2020,Abril,1,0,0,0,0,0,0
El Limón,2020,Mayo,1,0,0,0,0,0,0
El Limón,2020,Junio,2,0,0,0,0,0,0
El Limón,2020,Julio,0,0,0,0,0,0,0
El Limón,2020,Agosto,0,0,0,0,0,0,0
El Limón,2020,Septiembre,0,0,0,0,0,0,0
El Limón,2020,Octubre,0,0,0,0,0,0,0
El Limón,2020,Noviembre,0,0,0,0,0,0,0
El Limón,2020,Diciembre,0,0,0,0,0,0,0
El Salto,2021,Enero,30,37,37,0,0,0,0
El Salto,2021,Febrero,37,14,14,0,0,0,0
El Salto,2021,Marzo,88,131,131,0,0,0,0
El Salto,2021,Abril,81,57,57,0,0,0,0
El Salto,2021,Mayo,50,5,5,0,0,0,0
El Salto,2021,Junio,70,41,41,0,0,0,0
El Salto,2021,Julio,69,25,25,0,0,0,0
El Salto,2021,Agosto,73,35,35,0,0,0,0
El Salto,2019,Enero,103,87,85,2,0,0,0
El Salto,2019,Febrero,105,90,89,1,0,0,0
El Salto,2019,Marzo,119,106,105,1,0,0,0
El Salto,2019,Abril,117,105,103,2,0,0,0
El Salto,2019,Mayo,136,112,109,3,0,0,0
El Salto,2019,Junio,121,110,109,1,0,0,0
El Salto,2019,Julio,128,109,109,0,0,0,0
El Salto,2019,Agosto,119,109,109,0,0,0,0
El Salto,2019,Septiembre,108,79,78,1,0,0,0
El Salto,2019,Octubre,139,93,92,1,0,0,0
El Salto,2019,Noviembre,100,35,34,1,0,0,0
El Salto,2019,Diciembre,108,31,30,1,0,0,0
El Salto,2020,Enero,83,0,0,0,0,0,0
El Salto,2020,Febrero,75,0,0,0,1,1,0
El Salto,2020,Marzo,100,1,1,0,0,0,0
El Salto,2020,Abril,95,0,0,0,0,0,0
El Salto,2020,Mayo,119,0,0,0,0,0,0
El Salto,2020,Junio,153,7,7,0,1,1,0
El Salto,2020,Julio,110,1,1,0,0,0,0
El Salto,2020,Agosto,121,5,5,0,1,1,0
El Salto,2020,Septiembre,74,11,11,0,1,1,0
El Salto,2020,Octubre,118,29,29,0,0,0,0
El Salto,2020,Noviembre,51,0,0,0,0,0,0
El Salto,2020,Diciembre,40,24,24,0,0,0,0
Encarnación de Díaz,2021,Enero,4,4,4,0,0,0,0
Encarnación de Díaz,2021,Febrero,1,1,1,0,0,0,0
Encarnación de Díaz,2021,Marzo,6,6,6,0,0,0,0
Encarnación de Díaz,2021,Abril,7,0,0,0,0,0,0
Encarnación de Díaz,2021,Mayo,7,7,7,0,0,0,0
Encarnación de Díaz,2021,Junio,9,9,9,0,0,0,0
Encarnación de Díaz,2021,Julio,3,3,3,0,0,0,0
Encarnación de Díaz,2021,Agosto,5,5,5,0,0,0,0
Encarnación de Díaz,2019,Enero,0,0,0,0,0,0,0
Encarnación de Díaz,2019,Febrero,0,0,0,0,0,0,0
Encarnación de Díaz,2019,Marzo,0,0,0,0,0,0,0
Encarnación de Díaz,2019,Abril,0,0,0,0,0,0,0
Encarnación de Díaz,2019,Mayo,1,1,1,0,0,0,0
Encarnación de Díaz,2019,Junio,0,0,0,0,0,0,0
Encarnación de Díaz,2019,Julio,2,2,2,0,0,0,0
Encarnación de Díaz,2019,Agosto,1,1,1,0,0,0,0
Encarnación de Díaz,2019,Septiembre,0,0,0,0,0,0,0
Encarnación de Díaz,2019,Octubre,0,0,0,0,0,0,0
Encarnación de Díaz,2019,Noviembre,2,2,2,0,0,0,0
Encarnación de Díaz,2019,Diciembre,11,11,11,0,0,0,0
Encarnación de Díaz,2020,Enero,2,2,2,0,0,0,0
Encarnación de Díaz,2020,Febrero,4,4,4,0,0,0,0
Encarnación de Díaz,2020,Marzo,2,2,2,0,0,0,0
Encarnación de Díaz,2020,Abril,4,4,4,0,0,0,0
Encarnación de Díaz,2020,Mayo,7,7,7,0,0,0,0
Encarnación de Díaz,2020,Junio,3,3,3,0,0,0,0
Encarnación de Díaz,2020,Julio,5,5,5,0,0,0,0
Encarnación de Díaz,2020,Agosto,6,6,6,0,0,0,0
Encarnación de Díaz,2020,Septiembre,2,2,2,0,0,0,0
Encarnación de Díaz,2020,Octubre,2,2,2,0,0,0,0
Encarnación de Díaz,2020,Noviembre,4,3,3,0,0,0,0
Encarnación de Díaz,2020,Diciembre,6,6,6,0,0,0,0
Etzatlán,2021,Enero,0,0,0,0,0,0,0
Etzatlán,2021,Febrero,0,0,0,0,0,0,0
Etzatlán,2021,Marzo,0,0,0,0,0,0,0
Etzatlán,2021,Abril,0,0,0,0,0,0,0
Etzatlán,2021,Mayo,0,0,0,0,0,0,0
Etzatlán,2021,Junio,0,0,0,0,0,0,0
Etzatlán,2021,Julio,0,0,0,0,0,0,0
Etzatlán,2021,Agosto,0,0,0,0,0,0,0
Etzatlán,2019,Enero,1,0,0,0,0,0,0
Etzatlán,2019,Febrero,0,0,0,0,0,0,0
Etzatlán,2019,Marzo,0,0,0,0,0,0,0
Etzatlán,2019,Abril,0,0,0,0,0,0,0
Etzatlán,2019,Mayo,1,1,1,0,0,0,0
Etzatlán,2019,Junio,1,0,0,0,0,0,0
Etzatlán,2019,Julio,0,0,0,0,0,0,0
Etzatlán,2019,Agosto,0,0,0,0,0,0,0
Etzatlán,2019,Septiembre,0,0,0,0,0,0,0
Etzatlán,2019,Octubre,0,0,0,0,0,0,0
Etzatlán,2019,Noviembre,0,0,0,0,0,0,0
Etzatlán,2019,Diciembre,0,0,0,0,0,0,0
Etzatlán,2020,Enero,0,0,0,0,0,0,0
Etzatlán,2020,Febrero,0,0,0,0,0,0,0
Etzatlán,2020,Marzo,0,0,0,0,0,0,0
Etzatlán,2020,Abril,0,0,0,0,0,0,0
Etzatlán,2020,Mayo,0,0,0,0,0,0,0
Etzatlán,2020,Junio,0,0,0,0,0,0,0
Etzatlán,2020,Julio,0,0,0,0,0,0,0
Etzatlán,2020,Agosto,0,0,0,0,0,0,0
Etzatlán,2020,Septiembre,0,0,0,0,0,0,0
Etzatlán,2020,Octubre,0,0,0,0,0,0,0
Etzatlán,2020,Noviembre,0,0,0,0,0,0,0
Etzatlán,2020,Diciembre,0,0,0,0,0,0,0
Gómez Farías,2021,Enero,3,3,3,0,0,0,0
Gómez Farías,2021,Febrero,1,1,1,0,0,0,0
Gómez Farías,2021,Marzo,1,1,1,0,0,0,0
Gómez Farías,2021,Abril,1,1,1,0,0,0,0
Gómez Farías,2021,Mayo,2,2,2,0,0,0,0
Gómez Farías,2021,Junio,1,1,1,0,0,0,0
Gómez Farías,2021,Julio,1,1,1,0,0,0,0
Gómez Farías,2021,Agosto,1,1,1,0,0,0,0
Gómez Farías,2019,Enero,0,0,0,0,0,0,0
Gómez Farías,2019,Febrero,0,0,0,0,0,0,0
Gómez Farías,2019,Marzo,1,1,1,0,0,0,0
Gómez Farías,2019,Abril,1,1,1,0,0,0,0
Gómez Farías,2019,Mayo,0,0,0,0,0,0,0
Gómez Farías,2019,Junio,0,0,0,0,0,0,0
Gómez Farías,2019,Julio,2,2,2,0,0,0,0
Gómez Farías,2019,Agosto,0,0,0,0,0,0,0
Gómez Farías,2019,Septiembre,2,2,2,0,0,0,0
Gómez Farías,2019,Octubre,1,1,1,0,0,0,0
Gómez Farías,2019,Noviembre,2,2,2,0,0,0,0
Gómez Farías,2019,Diciembre,0,0,0,0,0,0,0
Gómez Farías,2020,Enero,0,0,0,0,0,0,0
Gómez Farías,2020,Febrero,0,0,0,0,0,0,0
Gómez Farías,2020,Marzo,0,0,0,0,0,0,0
Gómez Farías,2020,Abril,0,0,0,0,0,0,0
Gómez Farías,2020,Mayo,0,0,0,0,0,0,0
Gómez Farías,2020,Junio,0,0,0,0,0,0,0
Gómez Farías,2020,Julio,0,0,0,0,0,0,0
Gómez Farías,2020,Agosto,2,0,0,0,0,0,0
Gómez Farías,2020,Septiembre,0,0,0,0,0,0,0
Gómez Farías,2020,Octubre,1,0,0,0,0,0,0
Gómez Farías,2020,Noviembre,0,0,0,0,0,0,0
Gómez Farías,2020,Diciembre,1,0,0,0,0,0,0
Guachinango,2021,Enero,0,0,0,0,0,0,0
Guachinango,2021,Febrero,0,0,0,0,0,0,0
Guachinango,2021,Marzo,3,2,2,0,0,0,0
Guachinango,2021,Abril,2,0,0,0,0,0,0
Guachinango,2021,Mayo,2,1,1,0,0,0,0
Guachinango,2021,Junio,2,0,0,0,0,0,0
Guachinango,2021,Julio,4,0,0,0,0,0,0
Guachinango,2021,Agosto,4,2,2,0,0,0,0
Guachinango,2019,Enero,0,0,0,0,0,0,0
Guachinango,2019,Febrero,0,0,0,0,0,0,0
Guachinango,2019,Marzo,1,1,1,0,0,0,0
Guachinango,2019,Abril,0,0,0,0,0,0,0
Guachinango,2019,Mayo,0,0,0,0,0,0,0
Guachinango,2019,Junio,3,3,3,0,0,0,0
Guachinango,2019,Julio,3,3,3,0,0,0,0
Guachinango,2019,Agosto,1,0,0,0,0,0,0
Guachinango,2019,Septiembre,1,0,0,0,0,0,0
Guachinango,2019,Octubre,1,1,1,0,0,0,0
Guachinango,2019,Noviembre,1,1,1,0,0,0,0
Guachinango,2019,Diciembre,1,1,1,0,0,0,0
Guachinango,2020,Enero,3,0,0,0,0,0,0
Guachinango,2020,Febrero,1,0,0,0,0,0,0
Guachinango,2020,Marzo,0,0,0,0,0,0,0
Guachinango,2020,Abril,0,0,0,0,0,0,0
Guachinango,2020,Mayo,0,0,0,0,0,0,0
Guachinango,2020,Junio,0,0,0,0,0,0,0
Guachinango,2020,Julio,6,0,0,0,0,0,0
Guachinango,2020,Agosto,12,0,0,0,0,0,0
Guachinango,2020,Septiembre,3,0,0,0,0,0,0
Guachinango,2020,Octubre,0,0,0,0,0,0,0
Guachinango,2020,Noviembre,3,0,0,0,0,0,0
Guachinango,2020,Diciembre,0,0,0,0,0,0,0
Guadalajara,2021,Enero,500,281,281,0,12,12,0
Guadalajara,2021,Febrero,737,310,310,0,9,9,0
Guadalajara,2021,Marzo,1023,384,384,0,9,9,0
Guadalajara,2021,Abril,957,390,390,0,9,9,0
Guadalajara,2021,Mayo,985,347,347,0,4,4,0
Guadalajara,2021,Junio,872,411,411,0,10,10,0
Guadalajara,2021,Julio,443,299,299,0,10,10,0
Guadalajara,2021,Agosto,455,358,358,0,6,6,0
Guadalajara,2019,Enero,449,233,233,0,0,0,0
Guadalajara,2019,Febrero,389,212,212,0,1,1,0
Guadalajara,2019,Marzo,494,304,304,0,1,1,0
Guadalajara,2019,Abril,481,321,321,0,1,1,0
Guadalajara,2019,Mayo,648,357,357,0,0,0,0
Guadalajara,2019,Junio,519,364,364,0,1,1,0
Guadalajara,2019,Julio,558,363,363,0,1,1,0
Guadalajara,2019,Agosto,605,412,412,0,1,1,0
Guadalajara,2019,Septiembre,566,402,402,0,3,3,0
Guadalajara,2019,Octubre,596,396,396,0,0,0,0
Guadalajara,2019,Noviembre,533,373,373,0,2,2,0
Guadalajara,2019,Diciembre,525,381,381,0,6,6,0
Guadalajara,2020,Enero,525,381,381,0,4,4,0
Guadalajara,2020,Febrero,630,452,452,0,4,4,0
Guadalajara,2020,Marzo,819,565,565,0,7,7,0
Guadalajara,2020,Abril,647,493,493,0,6,6,0
Guadalajara,2020,Mayo,908,545,545,0,7,7,0
Guadalajara,2020,Junio,951,525,525,0,8,8,0
Guadalajara,2020,Julio,806,443,443,0,7,7,0
Guadalajara,2020,Agosto,656,452,452,0,6,6,0
Guadalajara,2020,Septiembre,747,545,545,0,3,3,0
Guadalajara,2020,Octubre,772,535,535,0,12,12,0
Guadalajara,2020,Noviembre,670,480,480,0,11,11,0
Guadalajara,2020,Diciembre,608,406,406,0,9,9,0
Hostotipaquillo,2021,Enero,0,0,0,0,0,0,0
Hostotipaquillo,2021,Febrero,0,0,0,0,0,0,0
Hostotipaquillo,2021,Marzo,0,0,0,0,0,0,0
Hostotipaquillo,2021,Abril,0,0,0,0,0,0,0
Hostotipaquillo,2021,Mayo,0,0,0,0,0,0,0
Hostotipaquillo,2021,Junio,0,0,0,0,0,0,0
Hostotipaquillo,2021,Julio,0,0,0,0,0,0,0
Hostotipaquillo,2021,Agosto,0,0,0,0,0,0,0
Hostotipaquillo,2019,Enero,0,0,0,0,0,0,0
Hostotipaquillo,2019,Febrero,0,0,0,0,0,0,0
Hostotipaquillo,2019,Marzo,0,0,0,0,0,0,0
Hostotipaquillo,2019,Abril,0,0,0,0,0,0,0
Hostotipaquillo,2019,Mayo,0,0,0,0,0,0,0
Hostotipaquillo,2019,Junio,0,0,0,0,0,0,0
Hostotipaquillo,2019,Julio,0,0,0,0,0,0,0
Hostotipaquillo,2019,Agosto,0,0,0,0,0,0,0
Hostotipaquillo,2019,Septiembre,0,0,0,0,0,0,0
Hostotipaquillo,2019,Octubre,0,0,0,0,0,0,0
Hostotipaquillo,2019,Noviembre,0,0,0,0,0,0,0
Hostotipaquillo,2019,Diciembre,0,0,0,0,0,0,0
Hostotipaquillo,2020,Enero,0,0,0,0,0,0,0
Hostotipaquillo,2020,Febrero,0,0,0,0,0,0,0
Hostotipaquillo,2020,Marzo,0,0,0,0,0,0,0
Hostotipaquillo,2020,Abril,0,0,0,0,0,0,0
Hostotipaquillo,2020,Mayo,0,0,0,0,0,0,0
Hostotipaquillo,2020,Junio,0,0,0,0,0,0,0
Hostotipaquillo,2020,Julio,0,0,0,0,0,0,0
Hostotipaquillo,2020,Agosto,0,0,0,0,0,0,0
Hostotipaquillo,2020,Septiembre,0,0,0,0,0,0,0
Hostotipaquillo,2020,Octubre,0,0,0,0,0,0,0
Hostotipaquillo,2020,Noviembre,1,0,0,0,0,0,0
Hostotipaquillo,2020,Diciembre,0,0,0,0,0,0,0
Huejúcar,2021,Enero,1,0,0,0,0,0,0
Huejúcar,2021,Febrero,0,0,0,0,0,0,0
Huejúcar,2021,Marzo,0,0,0,0,0,0,0
Huejúcar,2021,Abril,0,0,0,0,0,0,0
Huejúcar,2021,Mayo,0,0,0,0,0,0,0
Huejúcar,2021,Junio,0,0,0,0,0,0,0
Huejúcar,2021,Julio,0,0,0,0,0,0,0
Huejúcar,2021,Agosto,0,0,0,0,0,0,0
Huejúcar,2019,Enero,0,0,0,0,0,0,0
Huejúcar,2019,Febrero,1,1,1,0,0,0,0
Huejúcar,2019,Marzo,0,0,0,0,0,0,0
Huejúcar,2019,Abril,0,0,0,0,0,0,0
Huejúcar,2019,Mayo,1,1,1,0,0,0,0
Huejúcar,2019,Junio,0,0,0,0,0,0,0
Huejúcar,2019,Julio,0,0,0,0,0,0,0
Huejúcar,2019,Agosto,1,1,1,0,0,0,0
Huejúcar,2019,Septiembre,0,0,0,0,0,0,0
Huejúcar,2019,Octubre,0,0,0,0,0,0,0
Huejúcar,2019,Noviembre,0,0,0,0,0,0,0
Huejúcar,2019,Diciembre,0,0,0,0,0,0,0
Huejúcar,2020,Enero,1,0,0,0,0,0,0
Huejúcar,2020,Febrero,0,0,0,0,0,0,0
Huejúcar,2020,Marzo,0,0,0,0,0,0,0
Huejúcar,2020,Abril,1,0,0,0,0,0,0
Huejúcar,2020,Mayo,0,0,0,0,0,0,0
Huejúcar,2020,Junio,0,0,0,0,0,0,0
Huejúcar,2020,Julio,0,0,0,0,0,0,0
Huejúcar,2020,Agosto,0,0,0,0,0,0,0
Huejúcar,2020,Septiembre,0,0,0,0,0,0,0
Huejúcar,2020,Octubre,0,0,0,0,0,0,0
Huejúcar,2020,Noviembre,0,0,0,0,0,0,0
Huejúcar,2020,Diciembre,0,0,0,0,0,0,0
Huejuquilla el Alto,2021,Enero,1,0,0,0,0,0,0
Huejuquilla el Alto,2021,Febrero,1,1,1,0,0,0,0
Huejuquilla el Alto,2021,Marzo,1,1,1,0,0,0,0
Huejuquilla el Alto,2021,Abril,2,1,1,0,0,0,0
Huejuquilla el Alto,2021,Mayo,0,0,0,0,0,0,0
Huejuquilla el Alto,2021,Junio,1,1,1,0,0,0,0
Huejuquilla el Alto,2021,Julio,0,0,0,0,0,0,0
Huejuquilla el Alto,2021,Agosto,1,1,1,0,0,0,0
Huejuquilla el Alto,2019,Enero,1,1,1,0,0,0,0
Huejuquilla el Alto,2019,Febrero,1,1,1,0,0,0,0
Huejuquilla el Alto,2019,Marzo,1,1,1,0,0,0,0
Huejuquilla el Alto,2019,Abril,1,1,1,0,0,0,0
Huejuquilla el Alto,2019,Mayo,1,1,1,0,0,0,0
Huejuquilla el Alto,2019,Junio,0,0,0,0,0,0,0
Huejuquilla el Alto,2019,Julio,1,1,1,0,0,0,0
Huejuquilla el Alto,2019,Agosto,2,2,2,0,0,0,0
Huejuquilla el Alto,2019,Septiembre,0,0,0,0,0,0,0
Huejuquilla el Alto,2019,Octubre,0,0,0,0,0,0,0
Huejuquilla el Alto,2019,Noviembre,0,0,0,0,0,0,0
Huejuquilla el Alto,2019,Diciembre,0,0,0,0,0,0,0
Huejuquilla el Alto,2020,Enero,0,0,0,0,0,0,0
Huejuquilla el Alto,2020,Febrero,1,0,0,0,0,0,0
Huejuquilla el Alto,2020,Marzo,0,0,0,0,0,0,0
Huejuquilla el Alto,2020,Abril,0,0,0,0,0,0,0
Huejuquilla el Alto,2020,Mayo,0,0,0,0,0,0,0
Huejuquilla el Alto,2020,Junio,2,0,0,0,0,0,0
Huejuquilla el Alto,2020,Julio,0,0,0,0,0,0,0
Huejuquilla el Alto,2020,Agosto,0,0,0,0,0,0,0
Huejuquilla el Alto,2020,Septiembre,0,0,0,0,0,0,0
Huejuquilla el Alto,2020,Octubre,0,0,0,0,0,0,0
Huejuquilla el Alto,2020,Noviembre,0,0,0,0,0,0,0
Huejuquilla el Alto,2020,Diciembre,0,0,0,0,0,0,0
Ixtlahuacán de los Membrillos,2021,Enero,4,9,9,0,0,0,0
Ixtlahuacán de los Membrillos,2021,Febrero,9,4,4,0,0,0,0
Ixtlahuacán de los Membrillos,2021,Marzo,11,14,14,0,0,0,0
Ixtlahuacán de los Membrillos,2021,Abril,9,7,7,0,0,0,0
Ixtlahuacán de los Membrillos,2021,Mayo,8,5,4,1,0,0,0
Ixtlahuacán de los Membrillos,2021,Junio,16,6,6,0,0,0,0
Ixtlahuacán de los Membrillos,2021,Julio,13,6,6,0,0,0,0
Ixtlahuacán de los Membrillos,2021,Agosto,20,8,8,0,0,0,0
Ixtlahuacán de los Membrillos,2019,Enero,14,6,5,1,0,0,0
Ixtlahuacán de los Membrillos,2019,Febrero,18,7,7,0,0,0,0
Ixtlahuacán de los Membrillos,2019,Marzo,21,10,9,1,0,0,0
Ixtlahuacán de los Membrillos,2019,Abril,29,17,17,0,0,0,0
Ixtlahuacán de los Membrillos,2019,Mayo,56,36,36,0,0,0,0
Ixtlahuacán de los Membrillos,2019,Junio,19,9,9,0,0,0,0
Ixtlahuacán de los Membrillos,2019,Julio,36,20,19,1,0,0,0
Ixtlahuacán de los Membrillos,2019,Agosto,20,11,11,0,0,0,0
Ixtlahuacán de los Membrillos,2019,Septiembre,19,9,9,0,0,0,0
Ixtlahuacán de los Membrillos,2019,Octubre,20,7,7,0,0,0,0
Ixtlahuacán de los Membrillos,2019,Noviembre,17,4,4,0,0,0,0
Ixtlahuacán de los Membrillos,2019,Diciembre,23,11,11,0,0,0,0
Ixtlahuacán de los Membrillos,2020,Enero,10,0,0,0,1,1,0
Ixtlahuacán de los Membrillos,2020,Febrero,11,0,0,0,0,0,0
Ixtlahuacán de los Membrillos,2020,Marzo,18,0,0,0,0,0,0
Ixtlahuacán de los Membrillos,2020,Abril,16,3,3,0,0,0,0
