MUNICIPIO,FECHA,MES,TOTAL DE MUJERES VICTIMAS DE VIOLENCIA DE GENERO ATENDIDAS,TOTAL DE MUJERES CANALIZADAS PARA OTORGAMIENTO DE MEDIDAS DE PROTECCION,MEDIDA DE PROTECCION ACEPTADA,MEDIDA DE PROTECCION RECHAZADA,TOTAL DE MUJERES CANALIZADAS PARA OTORGAMIENTO DE ORDENES DE PROTECCION,ORDEN DE PROTECCION ACEPTADA,ORDEN DE PROTECCION RECHAZADA
Ixtlahuacán de los Membrillos,2020,Mayo,20,0,0,0,0,0,0
Ixtlahuacán de los Membrillos,2020,Junio,28,11,11,0,0,0,0
Ixtlahuacán de los Membrillos,2020,Julio,29,10,10,0,0,0,0
Ixtlahuacán de los Membrillos,2020,Agosto,19,0,0,0,0,0,0
Ixtlahuacán de los Membrillos,2020,Septiembre,9,3,3,0,0,0,0
Ixtlahuacán de los Membrillos,2020,Octubre,4,1,1,0,0,0,0
Ixtlahuacán de los Membrillos,2020,Noviembre,6,0,0,0,0,0,0
Ixtlahuacán de los Membrillos,2020,Diciembre,5,3,3,0,0,0,0
Ixtlahuacán del Río,2021,Enero,0,0,0,0,0,0,0
Ixtlahuacán del Río,2021,Febrero,1,1,1,0,0,0,0
Ixtlahuacán del Río,2021,Marzo,8,6,6,0,0,0,0
Ixtlahuacán del Río,2021,Abril,2,2,2,0,0,0,0
Ixtlahuacán del Río,2021,Mayo,7,0,0,0,0,0,0
Ixtlahuacán del Río,2021,Junio,3,3,3,0,0,0,0
Ixtlahuacán del Río,2021,Julio,2,2,2,0,0,0,0
Ixtlahuacán del Río,2021,Agosto,2,1,1,0,0,0,0
Ixtlahuacán del Río,2019,Enero,0,0,0,0,0,0,0
Ixtlahuacán del Río,2019,Febrero,2,2,2,0,0,0,0
Ixtlahuacán del Río,2019,Marzo,4,4,4,0,0,0,0
Ixtlahuacán del Río,2019,Abril,9,8,8,0,0,0,0
Ixtlahuacán del Río,2019,Mayo,7,7,7,0,0,0,0
Ixtlahuacán del Río,2019,Junio,0,0,0,0,0,0,0
Ixtlahuacán del Río,2019,Julio,3,3,3,0,0,0,0
Ixtlahuacán del Río,2019,Agosto,0,0,0,0,0,0,0
Ixtlahuacán del Río,2019,Septiembre,6,5,5,0,0,0,0
Ixtlahuacán del Río,2019,Octubre,3,3,3,0,0,0,0
Ixtlahuacán del Río,2019,Noviembre,1,1,1,0,0,0,0
Ixtlahuacán del Río,2019,Diciembre,10,10,10,0,0,0,0
Ixtlahuacán del Río,2020,Enero,0,0,0,0,0,0,0
Ixtlahuacán del Río,2020,Febrero,2,0,0,0,0,0,0
Ixtlahuacán del Río,2020,Marzo,4,0,0,0,0,0,0
Ixtlahuacán del Río,2020,Abril,2,1,1,0,0,0,0
Ixtlahuacán del Río,2020,Mayo,1,0,0,0,0,0,0
Ixtlahuacán del Río,2020,Junio,1,0,0,0,0,0,0
Ixtlahuacán del Río,2020,Julio,3,0,0,0,0,0,0
Ixtlahuacán del Río,2020,Agosto,2,0,0,0,0,0,0
Ixtlahuacán del Río,2020,Septiembre,5,0,0,0,0,0,0
Ixtlahuacán del Río,2020,Octubre,1,0,0,0,0,0,0
Ixtlahuacán del Río,2020,Noviembre,2,0,0,0,0,0,0
Ixtlahuacán del Río,2020,Diciembre,0,0,0,0,0,0,0
Jalostotitlán,2021,Enero,2,2,2,0,0,0,0
Jalostotitlán,2021,Febrero,0,0,0,0,0,0,0
Jalostotitlán,2021,Marzo,3,3,3,0,0,0,0
Jalostotitlán,2021,Abril,6,6,6,0,0,0,0
Jalostotitlán,2021,Mayo,5,5,5,0,0,0,0
Jalostotitlán,2021,Junio,1,1,1,0,0,0,0
Jalostotitlán,2021,Julio,0,1,1,0,0,0,0
Jalostotitlán,2021,Agosto,2,2,2,0,0,0,0
Jalostotitlán,2019,Enero,1,1,1,0,0,0,0
Jalostotitlán,2019,Febrero,1,1,1,0,0,0,0
Jalostotitlán,2019,Marzo,0,0,0,0,0,0,0
Jalostotitlán,2019,Abril,1,1,1,0,0,0,0
Jalostotitlán,2019,Mayo,1,1,1,0,0,0,0
Jalostotitlán,2019,Junio,2,2,2,0,0,0,0
Jalostotitlán,2019,Julio,2,1,1,0,0,0,0
Jalostotitlán,2019,Agosto,2,2,2,0,0,0,0
Jalostotitlán,2019,Septiembre,3,3,3,0,0,0,0
Jalostotitlán,2019,Octubre,4,4,4,0,0,0,0
Jalostotitlán,2019,Noviembre,2,2,2,0,0,0,0
Jalostotitlán,2019,Diciembre,4,2,2,0,0,0,0
Jalostotitlán,2020,Enero,1,0,0,0,0,0,0
Jalostotitlán,2020,Febrero,1,0,0,0,0,0,0
Jalostotitlán,2020,Marzo,2,0,0,0,0,0,0
Jalostotitlán,2020,Abril,2,0,0,0,0,0,0
Jalostotitlán,2020,Mayo,2,0,0,0,0,0,0
Jalostotitlán,2020,Junio,2,0,0,0,0,0,0
Jalostotitlán,2020,Julio,0,0,0,0,0,0,0
Jalostotitlán,2020,Agosto,2,0,0,0,0,0,0
Jalostotitlán,2020,Septiembre,1,0,0,0,0,0,0
Jalostotitlán,2020,Octubre,2,0,0,0,0,0,0
Jalostotitlán,2020,Noviembre,1,0,0,0,0,0,0
Jalostotitlán,2020,Diciembre,0,0,0,0,0,0,0
Jamay,2021,Enero,2,2,2,0,0,0,0
Jamay,2021,Febrero,4,4,4,0,0,0,0
Jamay,2021,Marzo,4,3,3,0,0,0,0
Jamay,2021,Abril,2,2,2,0,0,0,0
Jamay,2021,Mayo,1,0,0,0,0,0,0
Jamay,2021,Junio,5,4,4,0,0,0,0
Jamay,2021,Julio,1,0,0,0,0,0,0
Jamay,2021,Agosto,0,0,0,0,0,0,0
Jamay,2019,Enero,0,0,0,0,0,0,0
Jamay,2019,Febrero,0,0,0,0,0,0,0
Jamay,2019,Marzo,0,0,0,0,0,0,0
Jamay,2019,Abril,2,2,2,0,0,0,0
Jamay,2019,Mayo,0,0,0,0,0,0,0
Jamay,2019,Junio,0,0,0,0,0,0,0
Jamay,2019,Julio,1,1,1,0,0,0,0
Jamay,2019,Agosto,1,1,1,0,0,0,0
Jamay,2019,Septiembre,1,1,1,0,0,0,0
Jamay,2019,Octubre,2,2,2,0,0,0,0
Jamay,2019,Noviembre,0,0,0,0,0,0,0
Jamay,2019,Diciembre,3,3,3,0,0,0,0
Jamay,2020,Enero,0,0,0,0,0,0,0
Jamay,2020,Febrero,0,0,0,0,0,0,0
Jamay,2020,Marzo,0,0,0,0,0,0,0
Jamay,2020,Abril,0,0,0,0,0,0,0
Jamay,2020,Mayo,5,0,0,0,0,0,0
Jamay,2020,Junio,0,0,0,0,0,0,0
Jamay,2020,Julio,0,0,0,0,0,0,0
Jamay,2020,Agosto,0,0,0,0,0,0,0
Jamay,2020,Septiembre,0,0,0,0,0,0,0
Jamay,2020,Octubre,2,0,0,0,0,0,0
Jamay,2020,Noviembre,2,0,0,0,0,0,0
Jamay,2020,Diciembre,0,0,0,0,0,0,0
Jesús María,2021,Enero,0,0,0,0,0,0,0
Jesús María,2021,Febrero,0,0,0,0,0,0,0
Jesús María,2021,Marzo,0,0,0,0,0,0,0
Jesús María,2021,Abril,2,2,2,0,0,0,0
Jesús María,2021,Mayo,1,0,0,0,0,0,0
Jesús María,2021,Junio,0,0,0,0,0,0,0
Jesús María,2021,Julio,0,0,0,0,0,0,0
Jesús María,2021,Agosto,0,0,0,0,0,0,0
Jesús María,2019,Enero,0,0,0,0,0,0,0
Jesús María,2019,Febrero,0,0,0,0,0,0,0
Jesús María,2019,Marzo,0,0,0,0,0,0,0
Jesús María,2019,Abril,0,0,0,0,0,0,0
Jesús María,2019,Mayo,0,0,0,0,0,0,0
Jesús María,2019,Junio,0,0,0,0,0,0,0
Jesús María,2019,Julio,0,0,0,0,0,0,0
Jesús María,2019,Agosto,0,0,0,0,0,0,0
Jesús María,2019,Septiembre,0,0,0,0,0,0,0
Jesús María,2019,Octubre,0,0,0,0,0,0,0
Jesús María,2019,Noviembre,0,0,0,0,0,0,0
Jesús María,2019,Diciembre,0,0,0,0,0,0,0
Jesús María,2020,Enero,0,0,0,0,0,0,0
Jesús María,2020,Febrero,0,0,0,0,0,0,0
Jesús María,2020,Marzo,0,0,0,0,0,0,0
Jesús María,2020,Abril,0,0,0,0,0,0,0
Jesús María,2020,Mayo,0,0,0,0,0,0,0
Jesús María,2020,Junio,0,0,0,0,0,0,0
Jesús María,2020,Julio,0,0,0,0,0,0,0
Jesús María,2020,Agosto,0,0,0,0,0,0,0
Jesús María,2020,Septiembre,0,0,0,0,0,0,0
Jesús María,2020,Octubre,0,0,0,0,0,0,0
Jesús María,2020,Noviembre,0,0,0,0,0,0,0
Jesús María,2020,Diciembre,0,0,0,0,0,0,0
Jilotlán de los Dolores,2021,Enero,0,0,0,0,0,0,0
Jilotlán de los Dolores,2021,Febrero,0,0,0,0,0,0,0
Jilotlán de los Dolores,2021,Marzo,0,0,0,0,0,0,0
Jilotlán de los Dolores,2021,Abril,0,0,0,0,0,0,0
Jilotlán de los Dolores,2021,Mayo,0,0,0,0,0,0,0
Jilotlán de los Dolores,2021,Junio,0,0,0,0,0,0,0
Jilotlán de los Dolores,2021,Julio,0,0,0,0,0,0,0
Jilotlán de los Dolores,2021,Agosto,0,0,0,0,0,0,0
Jilotlán de los Dolores,2019,Enero,0,0,0,0,0,0,0
Jilotlán de los Dolores,2019,Febrero,0,0,0,0,0,0,0
Jilotlán de los Dolores,2019,Marzo,0,0,0,0,0,0,0
Jilotlán de los Dolores,2019,Abril,0,0,0,0,0,0,0
Jilotlán de los Dolores,2019,Mayo,0,0,0,0,0,0,0
Jilotlán de los Dolores,2019,Junio,0,0,0,0,0,0,0
Jilotlán de los Dolores,2019,Julio,0,0,0,0,0,0,0
Jilotlán de los Dolores,2019,Agosto,0,0,0,0,0,0,0
Jilotlán de los Dolores,2019,Septiembre,0,0,0,0,0,0,0
Jilotlán de los Dolores,2019,Octubre,0,0,0,0,0,0,0
Jilotlán de los Dolores,2019,Noviembre,0,0,0,0,0,0,0
Jilotlán de los Dolores,2019,Diciembre,0,0,0,0,0,0,0
Jilotlán de los Dolores,2020,Enero,0,0,0,0,0,0,0
Jilotlán de los Dolores,2020,Febrero,0,0,0,0,0,0,0
Jilotlán de los Dolores,2020,Marzo,0,0,0,0,0,0,0
Jilotlán de los Dolores,2020,Abril,0,0,0,0,0,0,0
Jilotlán de los Dolores,2020,Mayo,0,0,0,0,0,0,0
Jilotlán de los Dolores,2020,Junio,0,0,0,0,0,0,0
Jilotlán de los Dolores,2020,Julio,0,0,0,0,0,0,0
Jilotlán de los Dolores,2020,Agosto,0,0,0,0,0,0,0
Jilotlán de los Dolores,2020,Septiembre,0,0,0,0,0,0,0
Jilotlán de los Dolores,2020,Octubre,0,0,0,0,0,0,0
Jilotlán de los Dolores,2020,Noviembre,0,0,0,0,0,0,0
Jilotlán de los Dolores,2020,Diciembre,0,0,0,0,0,0,0
Jocotepec,2021,Enero,1,1,1,0,0,0,0
Jocotepec,2021,Febrero,1,1,1,0,0,0,0
Jocotepec,2021,Marzo,2,2,2,0,0,0,0
Jocotepec,2021,Abril,2,3,3,0,0,0,0
Jocotepec,2021,Mayo,1,1,1,0,0,0,0
Jocotepec,2021,Junio,4,3,3,0,0,0,0
Jocotepec,2021,Julio,7,5,5,0,1,1,0
Jocotepec,2021,Agosto,3,1,1,0,0,0,0
Jocotepec,2019,Enero,12,7,7,0,0,0,0
Jocotepec,2019,Febrero,10,5,5,0,0,0,0
Jocotepec,2019,Marzo,14,6,6,0,0,0,0
Jocotepec,2019,Abril,7,4,4,0,0,0,0
Jocotepec,2019,Mayo,12,7,7,0,0,0,0
Jocotepec,2019,Junio,6,3,3,0,0,0,0
Jocotepec,2019,Julio,7,3,2,1,0,0,0
Jocotepec,2019,Agosto,6,5,5,0,0,0,0
Jocotepec,2019,Septiembre,4,2,2,0,0,0,0
Jocotepec,2019,Octubre,6,4,4,0,0,0,0
Jocotepec,2019,Noviembre,5,3,2,1,0,0,0
Jocotepec,2019,Diciembre,4,2,2,0,0,0,0
Jocotepec,2020,Enero,4,0,0,0,0,0,0
Jocotepec,2020,Febrero,3,0,0,0,0,0,0
Jocotepec,2020,Marzo,5,0,0,0,0,0,0
Jocotepec,2020,Abril,4,0,0,0,0,0,0
Jocotepec,2020,Mayo,5,0,0,0,0,0,0
Jocotepec,2020,Junio,2,0,0,0,0,0,0
Jocotepec,2020,Julio,4,0,0,0,0,0,0
Jocotepec,2020,Agosto,4,0,0,0,0,0,0
Jocotepec,2020,Septiembre,6,0,0,0,0,0,0
Jocotepec,2020,Octubre,2,0,0,0,0,0,0
Jocotepec,2020,Noviembre,1,0,0,0,0,0,0
Jocotepec,2020,Diciembre,1,1,1,0,0,0,0
Juanacatlán,2021,Enero,1,0,0,0,0,0,0
Juanacatlán,2021,Febrero,4,0,1,0,0,0,0
Juanacatlán,2021,Marzo,5,1,1,0,0,0,0
Juanacatlán,2021,Abril,9,8,8,0,0,0,0
Juanacatlán,2021,Mayo,10,3,3,0,0,0,0
Juanacatlán,2021,Junio,4,4,4,0,0,0,0
Juanacatlán,2021,Julio,5,2,2,0,0,0,0
Juanacatlán,2021,Agosto,3,1,1,0,0,0,0
Juanacatlán,2019,Enero,17,8,8,0,0,0,0
Juanacatlán,2019,Febrero,9,4,3,1,0,0,0
Juanacatlán,2019,Marzo,6,4,4,0,0,0,0
Juanacatlán,2019,Abril,10,5,5,0,0,0,0
Juanacatlán,2019,Mayo,2,1,1,0,0,0,0
Juanacatlán,2019,Junio,4,2,2,0,0,0,0
Juanacatlán,2019,Julio,12,7,7,0,0,0,0
Juanacatlán,2019,Agosto,6,5,5,0,0,0,0
Juanacatlán,2019,Septiembre,3,2,2,0,0,0,0
Juanacatlán,2019,Octubre,3,1,1,0,0,0,0
Juanacatlán,2019,Noviembre,5,2,2,0,0,0,0
Juanacatlán,2019,Diciembre,5,1,1,0,0,0,0
Juanacatlán,2020,Enero,6,0,0,0,0,0,0
Juanacatlán,2020,Febrero,2,0,0,0,0,0,0
Juanacatlán,2020,Marzo,1,0,0,0,0,0,0
Juanacatlán,2020,Abril,4,0,0,0,0,0,0
Juanacatlán,2020,Mayo,4,0,0,0,0,0,0
Juanacatlán,2020,Junio,5,0,0,0,0,0,0
Juanacatlán,2020,Julio,9,4,4,0,0,0,0
Juanacatlán,2020,Agosto,2,0,0,0,0,0,0
Juanacatlán,2020,Septiembre,1,0,0,0,0,0,0
Juanacatlán,2020,Octubre,5,0,0,0,0,0,0
Juanacatlán,2020,Noviembre,0,0,0,0,0,0,0
Juanacatlán,2020,Diciembre,4,1,1,0,0,0,0
Juchitlán,2021,Enero,0,0,0,0,0,0,0
Juchitlán,2021,Febrero,0,0,0,0,0,0,0
Juchitlán,2021,Marzo,0,0,0,0,0,0,0
Juchitlán,2021,Abril,0,0,0,0,0,0,0
Juchitlán,2021,Mayo,1,1,1,0,0,0,0
Juchitlán,2021,Junio,0,0,0,0,0,0,0
Juchitlán,2021,Julio,1,1,1,0,0,0,0
Juchitlán,2021,Agosto,1,1,1,0,0,0,0
Juchitlán,2019,Enero,0,0,0,0,0,0,0
Juchitlán,2019,Febrero,0,0,0,0,0,0,0
Juchitlán,2019,Marzo,2,2,2,0,0,0,0
Juchitlán,2019,Abril,1,1,1,0,0,0,0
Juchitlán,2019,Mayo,0,0,0,0,0,0,0
Juchitlán,2019,Junio,0,0,0,0,0,0,0
Juchitlán,2019,Julio,0,0,0,0,0,0,0
Juchitlán,2019,Agosto,0,0,0,0,0,0,0
Juchitlán,2019,Septiembre,1,0,0,0,0,0,0
Juchitlán,2019,Octubre,0,0,0,0,0,0,0
Juchitlán,2019,Noviembre,0,0,0,0,0,0,0
Juchitlán,2019,Diciembre,0,0,0,0,0,0,0
Juchitlán,2020,Enero,0,0,0,0,0,0,0
Juchitlán,2020,Febrero,0,0,0,0,0,0,0
Juchitlán,2020,Marzo,0,0,0,0,0,0,0
Juchitlán,2020,Abril,0,0,0,0,0,0,0
Juchitlán,2020,Mayo,0,0,0,0,0,0,0
Juchitlán,2020,Junio,0,0,0,0,0,0,0
Juchitlán,2020,Julio,0,0,0,0,0,0,0
Juchitlán,2020,Agosto,0,0,0,0,0,0,0
Juchitlán,2020,Septiembre,0,0,0,0,0,0,0
Juchitlán,2020,Octubre,0,0,0,0,0,0,0
Juchitlán,2020,Noviembre,0,0,0,0,0,0,0
Juchitlán,2020,Diciembre,1,0,0,0,0,0,0
La Barca,2021,Enero,9,9,9,0,0,0,0
La Barca,2021,Febrero,8,4,4,0,0,0,0
La Barca,2021,Marzo,14,11,11,0,0,0,0
La Barca,2021,Abril,7,5,5,0,0,0,0
La Barca,2021,Mayo,5,5,5,0,0,0,0
La Barca,2021,Junio,6,5,5,0,0,0,0
La Barca,2021,Julio,13,10,10,0,0,0,0
La Barca,2021,Agosto,7,5,5,0,0,0,0
La Barca,2019,Enero,10,5,5,0,0,0,0
La Barca,2019,Febrero,40,20,20,0,0,0,0
La Barca,2019,Marzo,26,10,10,0,0,0,0
La Barca,2019,Abril,30,16,16,0,0,0,0
La Barca,2019,Mayo,29,14,14,0,0,0,0
La Barca,2019,Junio,25,12,12,0,0,0,0
La Barca,2019,Julio,28,17,17,0,0,0,0
La Barca,2019,Agosto,54,22,22,0,0,0,0
La Barca,2019,Septiembre,34,17,17,0,0,0,0
La Barca,2019,Octubre,51,19,19,0,0,0,0
La Barca,2019,Noviembre,43,19,19,0,0,0,0
La Barca,2019,Diciembre,65,26,26,0,0,0,0
La Barca,2020,Enero,33,33,33,0,0,0,0
La Barca,2020,Febrero,37,37,37,0,0,0,0
La Barca,2020,Marzo,34,34,34,0,0,0,0
La Barca,2020,Abril,32,32,32,0,0,0,0
La Barca,2020,Mayo,30,30,30,0,0,0,0
La Barca,2020,Junio,37,37,37,0,0,0,0
La Barca,2020,Julio,42,42,42,0,0,0,0
La Barca,2020,Agosto,27,27,27,0,0,0,0
La Barca,2020,Septiembre,5,5,5,0,0,0,0
La Barca,2020,Octubre,4,4,4,0,0,0,0
La Barca,2020,Noviembre,5,5,5,0,0,0,0
La Barca,2020,Diciembre,8,8,8,0,0,0,0
La Huerta,2021,Enero,4,4,4,0,0,0,0
La Huerta,2021,Febrero,5,5,5,0,0,0,0
La Huerta,2021,Marzo,0,0,0,0,0,0,0
La Huerta,2021,Abril,2,1,1,0,0,0,0
La Huerta,2021,Mayo,2,2,2,0,0,0,0
La Huerta,2021,Junio,2,2,2,0,0,0,0
La Huerta,2021,Julio,1,1,1,0,0,0,0
La Huerta,2021,Agosto,0,0,0,0,0,0,0
La Huerta,2019,Enero,3,3,3,0,0,0,0
La Huerta,2019,Febrero,2,2,2,0,0,0,0
La Huerta,2019,Marzo,3,3,3,0,0,0,0
La Huerta,2019,Abril,2,2,2,0,0,0,0
La Huerta,2019,Mayo,4,4,4,0,0,0,0
La Huerta,2019,Junio,1,1,1,0,0,0,0
La Huerta,2019,Julio,6,5,5,0,0,0,0
La Huerta,2019,Agosto,2,2,2,0,0,0,0
La Huerta,2019,Septiembre,0,0,0,0,0,0,0
La Huerta,2019,Octubre,0,0,0,0,0,0,0
La Huerta,2019,Noviembre,2,2,2,0,0,0,0
La Huerta,2019,Diciembre,0,0,0,0,0,0,0
La Huerta,2020,Enero,2,2,2,0,0,0,0
La Huerta,2020,Febrero,0,0,0,0,0,0,0
La Huerta,2020,Marzo,5,5,5,0,0,0,0
La Huerta,2020,Abril,1,1,1,0,0,0,0
La Huerta,2020,Mayo,1,1,1,0,0,0,0
La Huerta,2020,Junio,2,2,2,0,0,0,0
La Huerta,2020,Julio,1,1,1,0,0,0,0
La Huerta,2020,Agosto,0,0,0,0,0,0,0
La Huerta,2020,Septiembre,5,5,5,0,0,0,0
La Huerta,2020,Octubre,6,6,6,0,0,0,0
La Huerta,2020,Noviembre,1,1,1,0,0,0,0
La Huerta,2020,Diciembre,0,0,0,0,0,0,0
La Manzanilla de la Paz,2021,Enero,0,0,0,0,0,0,0
La Manzanilla de la Paz,2021,Febrero,0,0,0,0,0,0,0
La Manzanilla de la Paz,2021,Marzo,0,0,0,0,0,0,0
La Manzanilla de la Paz,2021,Abril,0,0,0,0,0,0,0
La Manzanilla de la Paz,2021,Mayo,0,0,0,0,0,0,0
La Manzanilla de la Paz,2021,Junio,0,0,0,0,0,0,0
La Manzanilla de la Paz,2021,Julio,1,1,1,0,0,0,0
La Manzanilla de la Paz,2021,Agosto,0,0,0,0,0,0,0
La Manzanilla de la Paz,2019,Enero,0,0,0,0,0,0,0
La Manzanilla de la Paz,2019,Febrero,0,0,0,0,0,0,0
La Manzanilla de la Paz,2019,Marzo,0,0,0,0,0,0,0
La Manzanilla de la Paz,2019,Abril,0,0,0,0,0,0,0
La Manzanilla de la Paz,2019,Mayo,0,0,0,0,0,0,0
La Manzanilla de la Paz,2019,Junio,0,0,0,0,0,0,0
La Manzanilla de la Paz,2019,Julio,0,0,0,0,0,0,0
La Manzanilla de la Paz,2019,Agosto,0,0,0,0,0,0,0
La Manzanilla de la Paz,2019,Septiembre,0,0,0,0,0,0,0
La Manzanilla de la Paz,2019,Octubre,0,0,0,0,0,0,0
La Manzanilla de la Paz,2019,Noviembre,0,0,0,0,0,0,0
La Manzanilla de la Paz,2019,Diciembre,0,0,0,0,0,0,0
La Manzanilla de la Paz,2020,Enero,0,0,0,0,0,0,0
La Manzanilla de la Paz,2020,Febrero,0,0,0,0,0,0,0
La Manzanilla de la Paz,2020,Marzo,0,0,0,0,0,0,0
La Manzanilla de la Paz,2020,Abril,0,0,0,0,0,0,0
La Manzanilla de la Paz,2020,Mayo,0,0,0,0,0,0,0
La Manzanilla de la Paz,2020,Junio,0,0,0,0,0,0,0
La Manzanilla de la Paz,2020,Julio,0,0,0,0,0,0,0
La Manzanilla de la Paz,2020,Agosto,0,0,0,0,0,0,0
La Manzanilla de la Paz,2020,Septiembre,0,0,0,0,0,0,0
La Manzanilla de la Paz,2020,Octubre,0,0,0,0,0,0,0
La Manzanilla de la Paz,2020,Noviembre,0,0,0,0,0,0,0
La Manzanilla de la Paz,2020,Diciembre,2,1,1,0,0,0,0
Lagos de Moreno,2021,Enero,16,16,16,0,0,0,0
Lagos de Moreno,2021,Febrero,21,21,21,0,0,0,0
Lagos de Moreno,2021,Marzo,12,12,12,0,0,0,0
Lagos de Moreno,2021,Abril,29,0,0,0,0,0,0
Lagos de Moreno,2021,Mayo,33,33,33,0,0,0,0
Lagos de Moreno,2021,Junio,34,34,34,0,0,0,0
Lagos de Moreno,2021,Julio,25,25,25,0,0,0,0
Lagos de Moreno,2021,Agosto,27,26,26,0,0,0,0
Lagos de Moreno,2019,Enero,9,5,5,0,0,0,0
Lagos de Moreno,2019,Febrero,12,6,6,0,0,0,0
Lagos de Moreno,2019,Marzo,11,7,7,0,0,0,0
Lagos de Moreno,2019,Abril,18,13,13,0,0,0,0
Lagos de Moreno,2019,Mayo,18,11,11,0,0,0,0
Lagos de Moreno,2019,Junio,18,7,7,0,0,0,0
Lagos de Moreno,2019,Julio,49,35,35,0,0,0,0
Lagos de Moreno,2019,Agosto,37,27,27,0,0,0,0
Lagos de Moreno,2019,Septiembre,22,15,15,0,0,0,0
Lagos de Moreno,2019,Octubre,35,25,25,0,0,0,0
Lagos de Moreno,2019,Noviembre,24,15,15,0,0,0,0
Lagos de Moreno,2019,Diciembre,33,22,22,0,0,0,0
Lagos de Moreno,2020,Enero,10,10,10,0,0,0,0
Lagos de Moreno,2020,Febrero,5,5,5,0,0,0,0
Lagos de Moreno,2020,Marzo,9,9,9,0,0,0,0
Lagos de Moreno,2020,Abril,9,9,9,0,0,0,0
Lagos de Moreno,2020,Mayo,21,21,21,0,0,0,0
Lagos de Moreno,2020,Junio,17,17,17,0,0,0,0
Lagos de Moreno,2020,Julio,15,15,15,0,0,0,0
Lagos de Moreno,2020,Agosto,16,16,16,0,0,0,0
Lagos de Moreno,2020,Septiembre,13,13,13,0,0,0,0
Lagos de Moreno,2020,Octubre,8,8,8,0,0,0,0
Lagos de Moreno,2020,Noviembre,7,7,7,0,0,0,0
Lagos de Moreno,2020,Diciembre,14,14,14,0,0,0,0
Magdalena,2021,Enero,0,0,0,0,0,0,0
Magdalena,2021,Febrero,0,0,0,0,0,0,0
Magdalena,2021,Marzo,0,0,0,0,0,0,0
Magdalena,2021,Abril,1,0,0,0,0,0,0
Magdalena,2021,Mayo,2,0,0,0,0,0,0
Magdalena,2021,Junio,0,0,0,0,0,0,0
Magdalena,2021,Julio,0,0,0,0,0,0,0
Magdalena,2021,Agosto,0,0,0,0,0,0,0
Magdalena,2019,Enero,0,0,0,0,0,0,0
Magdalena,2019,Febrero,0,0,0,0,0,0,0
Magdalena,2019,Marzo,2,2,2,0,0,0,0
Magdalena,2019,Abril,0,0,0,0,0,0,0
Magdalena,2019,Mayo,0,0,0,0,0,0,0
Magdalena,2019,Junio,0,0,0,0,0,0,0
Magdalena,2019,Julio,0,0,0,0,0,0,0
Magdalena,2019,Agosto,0,0,0,0,0,0,0
Magdalena,2019,Septiembre,2,1,1,0,0,0,0
Magdalena,2019,Octubre,0,0,0,0,0,0,0
Magdalena,2019,Noviembre,0,0,0,0,0,0,0
Magdalena,2019,Diciembre,0,0,0,0,0,0,0
Magdalena,2020,Enero,0,0,0,0,0,0,0
Magdalena,2020,Febrero,0,0,0,0,0,0,0
Magdalena,2020,Marzo,0,0,0,0,0,0,0
Magdalena,2020,Abril,0,0,0,0,0,0,0
Magdalena,2020,Mayo,0,0,0,0,0,0,0
Magdalena,2020,Junio,0,0,0,0,0,0,0
Magdalena,2020,Julio,0,0,0,0,0,0,0
Magdalena,2020,Agosto,0,0,0,0,0,0,0
Magdalena,2020,Septiembre,0,0,0,0,0,0,0
Magdalena,2020,Octubre,0,0,0,0,0,0,0
Magdalena,2020,Noviembre,0,0,0,0,0,0,0
Magdalena,2020,Diciembre,0,0,0,0,0,0,0
Mascota,2021,Enero,1,0,0,0,0,0,0
Mascota,2021,Febrero,2,1,1,0,0,0,0
Mascota,2021,Marzo,0,0,0,0,0,0,0
Mascota,2021,Abril,2,0,0,0,0,0,0
Mascota,2021,Mayo,2,0,0,0,0,0,0
Mascota,2021,Junio,0,0,0,0,0,0,0
Mascota,2021,Julio,5,4,4,0,0,0,0
Mascota,2021,Agosto,2,1,1,0,0,0,0
Mascota,2019,Enero,4,2,2,0,0,0,0
Mascota,2019,Febrero,0,0,0,0,0,0,0
Mascota,2019,Marzo,16,8,8,0,0,0,0
Mascota,2019,Abril,8,4,4,0,0,0,0
Mascota,2019,Mayo,8,4,4,0,0,0,0
Mascota,2019,Junio,4,2,2,0,0,0,0
Mascota,2019,Julio,8,4,4,0,0,0,0
Mascota,2019,Agosto,8,2,2,0,0,0,0
Mascota,2019,Septiembre,16,8,8,0,0,0,0
Mascota,2019,Octubre,4,2,2,0,0,0,0
Mascota,2019,Noviembre,1,0,0,0,0,0,0
Mascota,2019,Diciembre,12,4,4,0,0,0,0
Mascota,2020,Enero,12,0,0,0,0,0,0
Mascota,2020,Febrero,24,0,0,0,0,0,0
Mascota,2020,Marzo,8,0,0,0,0,0,0
Mascota,2020,Abril,24,0,0,0,0,0,0
Mascota,2020,Mayo,21,0,0,0,0,0,0
Mascota,2020,Junio,9,0,0,0,0,0,0
Mascota,2020,Julio,15,2,2,0,0,0,0
Mascota,2020,Agosto,5,0,0,0,0,0,0
Mascota,2020,Septiembre,7,0,0,0,0,0,0
Mascota,2020,Octubre,6,0,0,0,0,0,0
Mascota,2020,Noviembre,5,0,0,0,0,0,0
Mascota,2020,Diciembre,1,0,0,0,0,0,0
Mazamitla,2021,Enero,0,0,0,0,0,0,0
